tweet_id,url,created_at,date,author_id,author_username,author_name,author_followers,author_verified,lang,text,retweet_count,reply_count,like_count,quote_count,bookmark_count,view_count,is_reply,conversation_id,source,media,query,product
1931560803901039082,https://x.com/rohitdotsui/status/1931560803901039082,2025-06-08T03:55:56+00:00,2025-06-08,1750750425605898240,rohitdotsui,rohitxbt,2255,True,en,"GM Portal Fam @PortaltoBitcoin It’s a fresh day to keep building 👇 Portal to bitcoin is now on top 34 on @KaitoAI pre tge leaderboard 😎 Community is very active and trying hard to push it to top 20 and we will make it. So the yappers, Just Keep spreading the word, memes, and magic 💬 Your voice powers the Portal 🌀",0,8,9,0,0,146,False,1931560803901039082,Twitter for Android,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5ITo1WQAAiCCS.jpg"", ""expanded_url"": ""https://x.com/rohit191811/status/1931560803901039082/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931560780023124246,https://x.com/DudeJLebowski/status/1931560780023124246,2025-06-08T03:55:51+00:00,2025-06-08,1239845089612103680,DudeJLebowski,Bitcoin Lebowski⚡,15639,False,en,"The conference, the spam, the erosion of ideals - it's all part of the same problem. The shitcoinisation of Bitcoin. They can't do it instantly, but they can steadily chip away at the underlying principles that make Bitcoin great. Creeping shitcoinery. Ignore it - Bitcoin fails",15,7,168,2,4,2756,False,1931560780023124246,Twitter for Android,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931560701874593895,https://x.com/NipunKamra/status/1931560701874593895,2025-06-08T03:55:32+00:00,2025-06-08,1762326524546473984,NipunKamra,nik,736,True,en,Trust me the $btc is just pumping bcz of low volume in the market but tbh #bitcoin is bearish in all time frames A pullback within 50 hours Else i am not a good trader that’s it.,0,0,2,0,0,87,False,1931560701874593895,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931560665963024859,https://x.com/cryptofxalex/status/1931560665963024859,2025-06-08T03:55:24+00:00,2025-06-08,1607557520318689281,cryptofxalex,Alexandros 👑,4397,True,en,"#LAUSDT Short Entry: 1.61 Target 1: 1,49✅ Target 2: 1.35✅ Target 3: 1.28✅ Target 4: 1.14✅ PM ME TO JOIN VIP: https://t.co/e5q2W5Be4w #bitcoin #crypto #btc #eth #altcoin #trading #signal #memecoin #forex #xau #investing #gold #blockchain $LA https://t.co/uGodr5yFi4",1,0,0,0,0,345,False,1931560665963024859,Twitter for iPhone,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5IL4DbYAA5ig2.jpg"", ""expanded_url"": ""https://x.com/cryptoalexreal/status/1931560665963024859/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931560563374702868,https://x.com/MrEdogtagnft/status/1931560563374702868,2025-06-08T03:54:59+00:00,2025-06-08,1524821435373432834,MrEdogtagnft,MrE,18810,True,en,Shout out to the absolute legend that minted this grail Bitcoin Cyborgs 10K at https://t.co/wDGWVWkKfb Spot of tea? 🤖💥💥🍵 https://t.co/9em1T42kI7,4,1,48,0,0,781,False,1931560563374702868,Twitter for iPhone,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5IGKCaQAAEaco.jpg"", ""expanded_url"": ""https://x.com/MrEdogtagnft/status/1931560563374702868/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931560525428605418,https://x.com/TheReaLTBird26/status/1931560525428605418,2025-06-08T03:54:50+00:00,2025-06-08,1307193226672197637,TheReaLTBird26,T-ᗷIᖇᗪ,14182,True,en,"Bitches can cry as much as they want on the timeline pointing the finger at Richard Heart for being much less active etc The reality however is that RH has always done everything above board, as proven in court. It's not RH's fault that prices are down when most of Retail this cycle have proven so far to be too stupid or negligent to bypass the mainstream gatekeeping and to understand the real value that $HEX $PLS $PLSX offers to the crypto space and the financial world at large. RH is also not responsible for the retarded whales in the system who are dumping the bottoms. IMO the green candles for #PulseChain will inevitably come, regardless of how long it takes to wash out the scum. I'm not even worried about whether we even get an actual ALT season in 2025 at this point, for I know that 2027 is the big year when a lot of things will very likely fall into place. And to be clear, this is not me moving the goal posts. It's me keeping it real with my personal convictions on how I see it all playing out. And with full honesty, 2027 will probably be the final cut-off point for me IF there's no movement at all in 2025...because if 2025 goes nowhere then it means to me that the 2027-2029 cycle will absolutely be the last cycle left for attaining any real crypto gains (and that's if we're lucky). The crash that's coming for Bitcoin in 2026 will be so bad that it's possible that most of crypto overall may not even actually see any real recovery post-2026. And the worse that 2025 ends up, the worse 2026 will be. I will keep pushing the spotlight onto the RH Eco until my wheels fall off, as I always have. Victory or Death.",3,1,43,0,0,887,False,1931560525428605418,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5DH0eXcAA5ZYf.jpg"", ""expanded_url"": ""https://x.com/TheReaLTBirdHex/status/1931560525428605418/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931622077158637628,https://x.com/CryptoWaves2020/status/1931622077158637628,2025-06-08T07:59:25+00:00,2025-06-08,1673755475282653184,CryptoWaves2020,"cryptowaves.btc ⚔🟧(₿,₿)👑",226,False,en,"The first self-custodial staking model built on #Bitcoin Layer 1. Spread the word about OP_NET and Motoswap for points! 👀 Views → Points 🧡 Likes → Points 🔁 Reposts → Points Genuine tweets mentioning @opnetbtc, @motoswap, $MOTO, 🍊💊,#opnet ""motoswap"" will be noticed! https://t.co/eG5tn4fqsE",0,0,1,0,1,788,False,1931622077158637628,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_DZ0WsAAJ_p0.png"", ""expanded_url"": ""https://x.com/CryptoWaves2020/status/1931622077158637628/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931622075862851904,https://x.com/ManasaCrypto/status/1931622075862851904,2025-06-08T07:59:25+00:00,2025-06-08,1881009381032255488,ManasaCrypto,crypto_manas,75,False,en,"Sovereign money, Sovereign tech - the first true #Bitcoin Nation leading by example! #Bitcoin #crypto #cryptocommunity #Altcoins #web3 https://t.co/1yPSmvXIgv",0,0,0,0,0,31,False,1931622075862851904,Twitter for Android,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs6ACn3aEAA3Lfm.jpg"", ""expanded_url"": ""https://x.com/ManasaCrypto/status/1931622075862851904/photo/1"", ""video_url"": null}, {""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs6ACmmWYAAzPwL.jpg"", ""expanded_url"": ""https://x.com/ManasaCrypto/status/1931622075862851904/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621971965706628,https://x.com/Singekino_Miner/status/1931621971965706628,2025-06-08T07:59:00+00:00,2025-06-08,1863160698890780672,Singekino_Miner,Singekino_Miner (Knots | Datum miner | BIP-110),1012,True,en,The names listed on the page are DEFINITELY trolls attacking bitcoin network. Bookmark and capture this not to forget there have been and will be always so many villans attacking bitcoin Migrate to Knots.,3,0,19,0,1,296,False,1931621971965706628,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621954571968807,https://x.com/SHIBpossessor/status/1931621954571968807,2025-06-08T07:58:56+00:00,2025-06-08,1507210532654559234,SHIBpossessor,SHIB POSSESSOR,49820,False,en,Bitcoin is about to go parabolic! 💥 https://t.co/YnZ4hTzIWj,17,33,136,0,2,3744,False,1931621954571968807,Twitter for iPhone,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_7MHbIAAkOzp.jpg"", ""expanded_url"": ""https://x.com/SHIBpossessor/status/1931621954571968807/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621831976333408,https://x.com/Unbiasedwriter1/status/1931621831976333408,2025-06-08T07:58:27+00:00,2025-06-08,1484113061925564416,Unbiasedwriter1,Unbiasedwriter 🍳,511,False,en,"What are my plans for today? -> Just finished my sourdough bread. Ready to eat in 30 minutes. Breakfast! -> Study with my kids (my boy is a bit behind on his math). -> Make a decision about whether to buy some $QUACK tokens during the token genesis allocation on @virtuals_io or not. Should I? -> Hopefully earn my first Virgen points from yapping about Virtuals. -> Possibly write a post about he $fBTC integration on AAVE protocol! Love @FunctionBTC, love Bitcoin, and partnering with @aave is great news. -> Decide whether I should buy more $VADER or not. 10k staked before yapping and rewards start tomorrow. -> Find out 100% for sure if it is safe to sell airdropped tokens at @virtuals_io without being punished with Virgen Points cooldown. That is, tokens I receive from staking $VIRTUALS, without joining a genesis allocation sale. Time to eat breakfast. GM and have a wonderful Sunday everyone!",1,3,4,0,0,102,False,1931621831976333408,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs59PWGXQAA6v2w.png"", ""expanded_url"": ""https://x.com/Unbiasedwriter1/status/1931621831976333408/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621824380465305,https://x.com/BhaiyaBTC/status/1931621824380465305,2025-06-08T07:58:25+00:00,2025-06-08,1434468568809283586,BhaiyaBTC,NiceBhaiya,1500,True,en,Gm #Bitcoin fam https://t.co/6twhEhO0WZ,2,12,13,0,0,102,False,1931621824380465305,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_wIOXIAAYap8.png"", ""expanded_url"": ""https://x.com/BhaiyaBTC/status/1931621824380465305/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621809667109138,https://x.com/bai13567/status/1931621809667109138,2025-06-08T07:58:21+00:00,2025-06-08,1656396260595884032,bai13567,白昼,2462,False,en,"satx: The Atomic Ledger of Truth in a Post-Platform World As we move into a digital era defined by decentralization, artificial intelligence, and borderless economies, the biggest challenge is no longer computation—it’s credibility. How can we verify what’s real? How can we prove authorship, origin, or consensus without depending on institutions or fragile platforms? satx proposes a radical yet elegant answer: embed truth at the smallest scale possible—inside Bitcoin’s own atomic units. satx uses the Ordinals protocol to inscribe data directly onto individual satoshis. These satoshis, once just units of value, now become carriers of meaning. A satx can hold a timestamp, a message, a license, a declaration—anything that must be recorded permanently and provably. And it doesn’t point somewhere else for that information. The content is on-chain, fixed in the Bitcoin ledger itself. This structure transforms the satoshi into more than a monetary fragment—it becomes a self-verifying certificate. Possessing the satx means possessing its embedded proof. No signature needed. No API to check. No interface to trust. Whether it’s proving the date of a digital artwork, the origin of a supply chain item, or the execution of a community vote, the satx stands as an unchangeable record—resistant to time, censorship, and manipulation. Unlike smart contract platforms, satx doesn’t rely on execution logic. It’s not about programmability in the traditional sense. It’s about inscription—the act of anchoring meaning to a permanent, neutral ledger. That gives it a unique strength: compatibility with any system that needs high-integrity data, whether it’s a DAO operating on Ethereum, a decentralized ID system on Polkadot, or a machine-learning agent filtering signals. satx also prepares Bitcoin for the machine-readable future. As autonomous systems grow, they will require inputs that are not just data-rich, but verifiably correct at origin. satx delivers this—digital facts with cryptographic proof, embedded directly at the base layer of the most trusted network on Earth. If you want to learn more about satx, you can visit the About satx link in my Twitter bio. It includes a website with further details and direct access to purchase satx. If the content on the page appears in an unfamiliar language, you can click the language selector in the top right corner of the website to switch languages for a smoother browsing experience. A strong asset, once missed, may be missed for life. The distribution of satx reflects the very principles it seeks to secure. There was no pre-mining, no insider allocation, and no early access for institutions. Across eight months, 70,000 inscriptions were made available through open, public minting. This wasn’t engineered for exclusivity—it was designed for credibility. And in a digital landscape where so much is optimized for hype, that foundation stands apart. satx doesn’t seek attention—it earns trust. It doesn’t promise complex features—it offers minimal, reliable function. It is a tool for builders, a primitive for record-keepers, a bridge for protocols, and a foundation for users who need finality they don’t have to explain. In the coming decade, the platforms may change. The apps will come and go. But what will matter most is what remains provable. satx is built for that future—one satoshi, one truth, at a time. #BTC #ETH #cryptomarket #web3 #brc20",3,2,7,1,0,737,False,1931621809667109138,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621762980081815,https://x.com/cookiebot_ai/status/1931621762980081815,2025-06-08T07:58:10+00:00,2025-06-08,1267469212949217280,cookiebot_ai,Cookie.AI,305,False,en,"$BTC hovers around $105,484 with SMA support; RSI at 53.01 suggests neutrality, while MACD shows weakening bullish momentum; FVG levels indicate potential price range. #bitcoin #btc #cryptocurrency #eth #ethereum #web3 #solana https://t.co/MECSextRwu",0,0,1,0,0,58,False,1931621762980081815,1888459667384487936bhombzz,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_wgKWUAAD_2n.jpg"", ""expanded_url"": ""https://x.com/cookiebot_ai/status/1931621762980081815/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621738028372394,https://x.com/Crypto_CCK/status/1931621738028372394,2025-06-08T07:58:04+00:00,2025-06-08,1089155537994801156,Crypto_CCK,Crypto CCK | Trading Insight,5198,False,en,#Bitcoin two charts plan for upcoming moves 🐻 😎 If broken below 100k it will dump deeper to 93k 😱 Have you started securing long profits from last week's trade results? 🤑 $BTC #BTC #BTCUSDT #BTCUSD #btcdom #bitcoin100k #Crypto #CryptoNews #CryptoTrading #CryptoMarket https://t.co/YQ8LTghjB1,1,0,3,1,0,715,False,1931621738028372394,Twitter for Android,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_u_yawAAeTfF.jpg"", ""expanded_url"": ""https://x.com/CCKillersVIP/status/1931621738028372394/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621719430631581,https://x.com/UVioletAI/status/1931621719430631581,2025-06-08T07:58:00+00:00,2025-06-08,885260914987020288,UVioletAI,Ultraviolet Network,7463,False,en,"Client-Side Validation powers true bearer assets on #Bitcoin 🏦 No databases 🔗 No centralized ledgers 🕵️ No one knows your balance but you Perfect for stablecoins, NFTs, identity and more. #Bitcoin #RGB #LNPBP #ClientSideValidation",0,0,4,0,0,203,False,1931621719430631581,Twitter Web Client,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gsrnun2W4AAp0wd.jpg"", ""expanded_url"": ""https://x.com/UVioletAI/status/1931621719430631581/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621719175008707,https://x.com/cryptorover/status/1931621719175008707,2025-06-08T07:58:00+00:00,2025-06-08,1353384573435056128,cryptorover,Crypto Rover,1594986,True,en,#BITCOIN HISTORY IS REPEATING! 🔥 https://t.co/7VGm5JHsWd,203,236,994,7,41,102319,False,1931621719175008707,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5IxdZWMAA_HuC.jpg"", ""expanded_url"": ""https://x.com/rovercrc/status/1931621719175008707/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621597317624177,https://x.com/_benkaufman/status/1931621597317624177,2025-06-08T07:57:31+00:00,2025-06-08,2779106119,_benkaufman,Ben Kaufman,50563,True,en,"If mempool filters could effectively “filter” transactions, Bitcoin would not be censorship resistant.",14,13,153,2,4,12197,False,1931621597317624177,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621566934098084,https://x.com/shaguncrypto/status/1931621566934098084,2025-06-08T07:57:24+00:00,2025-06-08,134711468,shaguncrypto,Shagun Makin,3961,True,en,"In a world where trillions are printed on demand, becoming a dollar millionaire means less every year. When everyone has $1M, it won’t feel like wealth- it’ll feel like survival. I stack #Bitcoin, not promises.",0,1,1,0,0,184,False,1931621566934098084,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621485849821282,https://x.com/MeowneyMeowneyy/status/1931621485849821282,2025-06-08T07:57:04+00:00,2025-06-08,1922902462924468224,MeowneyMeowneyy,Meowney,88,False,en,"Suit up, fellow furonauts. 🚀🐾 The mission is simple: Decentralize. Dominate. Nap in zero gravity. 🪐 $MEOWNEY isn’t just a coin , it’s a cat-powered movement. Join the crew before we pounce past orbit. 🌌 #Meowney #CryptoCats #Solana #memecoin #Bitcoin #TrumpVsMusk #crypto https://t.co/7yFFx3OYdf",3,3,5,0,4,267,False,1931621485849821282,Twitter Web App,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_AM_WMAAx0SC.jpg"", ""expanded_url"": ""https://x.com/MeowneyMeowneyy/status/1931621485849821282/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621425967968488,https://x.com/h2sapien/status/1931621425967968488,2025-06-08T07:56:50+00:00,2025-06-08,1893190959393054721,h2sapien,hydrosapien.btc,928,True,en,100% locked in on $DOG of Bitcoin,5,2,18,0,0,224,False,1931621425967968488,Twitter for iPhone,[],bitcoin lang:en -filter:retweets -filter:replies,Latest
1931621390857257071,https://x.com/MartiniGuyYT/status/1931621390857257071,2025-06-08T07:56:42+00:00,2025-06-08,782946231551131648,MartiniGuyYT,That Martini Guy ₿,706893,True,en,UPDATE 🚨 EL SALVADOR’S OFFICIAL #BITCOIN OFFICE IS NOW RUNNING ITS OWN FULL BITCOIN NODE https://t.co/3QQRhvo8Eb,118,134,969,3,4,30425,False,1931621390857257071,Twitter for iPhone,"[{""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_aU2XwAAXAF7.jpg"", ""expanded_url"": ""https://x.com/MartiniGuyYT/status/1931621390857257071/photo/1"", ""video_url"": null}, {""type"": ""photo"", ""url"": ""https://pbs.twimg.com/media/Gs5_aU3WQAAmQVf.jpg"", ""expanded_url"": ""https://x.com/MartiniGuyYT/status/1931621390857257071/photo/1"", ""video_url"": null}]",bitcoin lang:en -filter:retweets -filter:replies,Latest
